review_id,rating,title,content,date,reviewer_name,reviewer_location,verified_purchase
298977377,4,"If you like Razer, get these speakers","When I started looking for computer speakers I was shocked to see these from Razer.  If you’re looking for rumbling bass from a subwoofer these are not the speakers to get but for overall crisp sound with decent bass, these are a good choice.  

Music: for listening to music these beat anything from insignia or Logitech.  The highs and miss are crisp and the bass is nothing to scoff at.  

Gaming:  I was surprised to hear these speakers in game.  While I like my Razer headphones for gaming better, the speakers still make you feel immersed in sound.  

Pros: the speakers fit in with the rest of my Razer peripherals and the Chroma features are the same across their lineup.  Easy volume and bass control from the speaker itself.  Easy setup.  

Cons: these speakers are much larger than I thought they would be.  They are very light and have a small base so they don’t feel like they take up too much space on my desk but they are larger than other speakers.",2023-01-19T15:15:02,BiggyB,Best Buy US,True
228613585,5,Solid speakers from Razer,"If you’re looking for thunderous bass heavy speakers, then you’ll be disappointed. But if you’re looking for a set of speakers to complement the rest of your Razer RGB peripherals then you will be happy. The sounds project nicely with a nice balance of mid and bass. Overall, I like the speakers. They complement my desk nicely.",2020-05-06T18:12:45,Flashy384,Best Buy US,True
229395853,5,Fantastic sound and great looks!,"While I spend a lot of my time gaming with a headset on, sometimes I'd rather not. These things sound amazing, and the design ends up looking really sharp on your desk.

Sound quality is excellent, great mids and bass, very reasonable highs. Great all around speakers, after trying games, music and movies these are staying.",2020-05-16T19:08:10,bob2112,Best Buy US,True
273754892,5,Razer Nommo Chroma Speakers,"Great high quality speakers. Easy to set up. With Snyapse, it is fun to play with lighting effects. Great sound and can get pretty loud. If you do not have a lot of space these may not be for you; they are on the larger side compared to many other speakers.",2021-12-27T16:11:53,WritingHistory,Best Buy US,True
251369178,5,Great speakers,"Fantastic speakers for the price, LEDs are used to show volume and bass gain. Would use USB over aux as the audio is hit or miss on quality.  Only “complaint” is that they are far larger then I thought they were, but it’s not really an issue",2021-01-26T17:52:25,Matt,Best Buy US,True
299893377,5,Nom nom,"I was torn on which to get, these speakers or the leviathan soundbar. Im so glad i went with these. They sound amazing and definitely puts out some power. These arent too crazy on bass but everything else is on point!",2023-02-05T16:30:55,A90Supra,Best Buy US,True
241056226,3,Lighting,"I recommend buying the version with no lighting because it isn't that good. For 30 dollars less you can get the same item but without lighting, which it is not bright at all.",2020-10-23T20:19:01,Felipe,Best Buy US,True
235589230,4,Sound good and look good,"It does its job and looks so nice with everything. Only giving 4 stars because the bass isn’t my favorite, but it will do! Plan on keeping them.",2020-08-14T20:57:36,Chelsea,Best Buy US,True
243738990,5,Great speakers,"Great speakers, quality construction, always love my razer products. The sound carries really well in the room and doesn't sound hollow at all.",2020-11-21T00:43:11,GucciRazerGang,Best Buy US,True
310410620,5,Fantastic for the price!,[This review was collected as part of a promotion.] The directional bass is amazing!  I've had these for almost 4 years now and they still sound as good as new. Could not be happier!,2023-07-06T16:48:07,Aria,Best Buy US,False
264429386,4,Surprisingly great,I am surprised. Really good. I love the sounds. It is not expensive and good for gaming or listening to music,2021-07-03T00:57:53,george,Best Buy US,True
269592427,4,Way bigger than appears,"Way bigger than I thought. Very good speakers and cool RGB effects but dang, why are they so big?",2021-09-17T22:08:38,Evos,Best Buy US,True
308508198,5,Amazing aesthetic,[This review was collected as part of a promotion.] Amazing sound and aesthetic looking for my razer set up. Running it on my zephyrus,2023-06-15T01:21:52,Erick,Best Buy US,True
239585493,5,Love the sound quality,Razer has another great product - love the sound quality and the RGB lights.,2020-10-05T14:17:08,EvilKitty,Best Buy US,True
274337394,5,Razer is the best,Great sound and bass looks really good too i always buy the razer products,2022-01-07T22:23:52,xxjedihunterxx,Best Buy US,True
295637737,5,Better than expected,Amazing product! Defiantly worth the price. 10/10 would recommend,2022-12-16T21:50:07,NickolusH,Best Buy US,True
311254473,5,Love them!,[This review was collected as part of a promotion.] Awesome speakers! The sound is amazing and color looks great.,2023-07-15T02:21:30,RonS,Best Buy US,True
294799002,5,Great Speaker,Sounds great and the quality of the speaker is on point,2022-12-08T22:51:33,diialmeida,Best Buy US,True
272874445,5,Good quality,"Excellent quality speakers, if need will buy it again",2021-12-10T22:52:57,Speakers,Best Buy US,True
246033336,5,mr,"This is my 4th Garmin Edge, I started with the 800 then 810 830 now 840. The feature I appreciate the most is the ability to upgrade and transfer settings from my previous Edge to to my new edge computer. The reason I upgrade is because I wanted the daily suggested workout feature. So far it is exactly what I wanted.",2023-05-08T16:28:14,Anonymous reviewer,Garmin,False
252691421,5,Awesome device 840,"I am a first time owner of the any Garmin product and I love this little thing. Very user friendly, love the touch screen, solar powered, so much info and now I never leave my house without it.",2024-05-02T05:57:58,Tu’ Sabes,Garmin,False
246569686,5,The best Garmin Edge,"I bought this 840 to replace my 530. I loved my 530, but my battery would die on my 100 mile Century rides. This started after I had paired it with the Garmin Rally XC200 pedals. I knew the 840 had a better battery and I was tempted to get the solar model. I’m happy to report that it was fine after my Century ride and had 35% battery in reserve.",2023-06-12T14:38:46,Hardmtnbiker,Garmin,False
245816639,5,Best computer all around,"I got the 830 a month ago, did 4 rides of >60miles. Great connectivity to gps, screens are intuitive. All sensors connected easily traffic radar, power meter, lights, cadance and hart rate monitor… like the danger alerts and hill alerts",2023-04-26T14:21:10,AlexS23,Garmin,False
251122713,5,A must have,This is my first Garmin bike computer and I’m extremely impressed with the design and quality. The different features are truly awesome and very functional -so glad I purchased the 840 and so will you!!,2024-02-14T19:17:55,Drdavid121,Garmin,False
245365424,5,"Great mid-range set, strong bass, well-built","[This review was collected as part of a promotion.] I bought the Logitech - Z623 2.1 speakers to replace a ""Klipsch ProMedia 2.1 THX"" set that had a bad audio jack connection and volume controller, as well as a subsequent Klipsch speaker set which ALSO had similar audio problems (I abandoned the company after two defective sets).  I was pleasantly surprised that, in addition to having a stable audio jack (which is expected of any speaker set!), the Logitech speakers outperformed the Klipsch set.  The bass is especially impressive for the price.  Rarely do I recommend specific products, but this is one product I would recommend to others as a mid-range computer speaker system.",2020-12-04T02:39:21,MatthewL,Best Buy US,True
259444207,5,An Incredible Price for an Incredible Trio,"[This review was collected as part of a promotion.] Was recommended these speakers by a musician friend. I was aiming to stay as close to $100 as possible and only paid $107 for these after tax. The highs are incredibly clear. The sub provides incredible bass that when bumped with ""Bury a Friend"" (Billie Eilish) shook my entire room. Super happy with them and they way the seamlessly worked into my setup running off the MacBook Pro 2019.",2021-04-30T23:00:58,Gmanjr144,Best Buy US,True
242918783,5,Super speakers,[This review was collected as part of a promotion.] You don’t have to pay $300 for great pc speakers ! This one is loud and clear the bass is so deep and it doesn’t sound crazy when you up your volume ! Sounds nice and neat ! 5 stars no doubt !,2020-11-13T22:03:35,Armando,Best Buy US,True
328507431,5,Worth every penny,[This review was collected as part of a promotion.] Hands down one of the easiest and best sounding Computer Speakers plenty loud and crisp for small-medium enclosed spaces,2023-12-17T23:56:38,Tedrowos,Best Buy US,True
227472026,5,Logitech - Z623 2.1 Speaker System (3-Piece) - Bla,"[This review was collected as part of a promotion.] Great PC speakers!  Quality, price, and style. Nothing on the market comes close.",2020-04-18T21:17:36,dvaldez,Best Buy US,True
229568528,5,Amazing bass,"[This review was collected as part of a promotion.] These speakers are insanely loud with a amazing subwoofer to compliment them. I would recommend these to anyone who plays video games, listens to music or watches movies. Controlling the bass is very convenient compared sub controllers on the back of the subwoofer.",2020-05-19T06:47:15,Tybeerious,Best Buy US,True
297420869,5,Great Speaker,"The sound quality is awesome. The speaker are built sturdy, compact, and the bass is powerful. Every time my son plays music you can hear the bass downstairs at only about a third of the volume. Overall it is a good speaker and a good price for what you get.",2023-01-01T15:11:44,Tone312,Best Buy US,True
263846559,5,Monitor Speaker,[This review was collected as part of a promotion.] Easy to put together great sound quality for 400w speakers. Movie theater quality by THX crisp clear and LOUD booms. Best for price highly recommended.,2021-06-25T20:56:15,TheReviewer,Best Buy US,True
275329471,5,Logitech speakers,[This review was collected as part of a promotion.] The speakers for my computer and bass is exceptionally so good I’m hoing to get another for my TV,2022-01-30T01:38:44,Celestine,Best Buy US,False
318529053,4,Sound thats not clapped no cap,[This review was collected as part of a promotion.] Great sound quality almost as good or as good as dolby atmos. Surround sound and clean,2023-09-22T21:10:49,Liean,Best Buy US,True
14194070,5,OUT STANDING 2.1 Speaker system,"[This review was collected as part of a promotion.] I got this system for my Tv / Blu Ray player at my office.
I have a 24 inch Insignia LED 1080P Model: NS-24E400NA14
and Blu Ray player.
I use the TV for watching movies. I hooked up the 2.1 speaker system to the blu ray player RCA input and out put. red / white. Had to buy cables. It did come with the head phone / jack cable. But I wanted the truest and best sound so I used the RCA cables.
Let me tell you this thing ROCKS!, I have the volume on the speakers at about 1/2 way and the sub woofer at about 3/4 .. OMG you can feel the bass..I watched Olympus has Fallen over the weekend... amazing sound from the speakers. You would have thought I have a 500-1,000dollar home theater system. Not a 107 dollars 2.1 computer speaker system.",2013-08-16T21:32:19,bigbear1961,"Fort Wayne ,Indiana",True
8006929,5,Great Computer Speaker System,"[This review was collected as part of a promotion.] By far, this is the best Computer speaker system I have owned. The sound is great and the generous 200-watt (RMS) and THX-Certified makes for big, bold and clean audio experience. Furthermore, the subwoofer is so powerful; I never have to turn it past 50%; it even sounds great at lower volume settings.

Equally as important, for me, and what cemented my decision in choosing the Logitech - Z623 2.1 Speaker System was that the controls are on the satellite speakers, which are at arms length away on top of my desk. Other systems did not offer such an option – they had the controls on the sub-woofer, which is simply not desirable for me.",2012-08-16T15:31:52,Scottie03,Chicago,False
189242060,5,best computer speakers ever !!,"[This review was collected as part of a promotion.] look i know its all in the individual ear, but this is far and away the best computer speakers ive ever owned, ive used them during movie playback, gaming, playing music, and everything is superb, the bass is not booming but perfect for the situation, the sound quality is second to none, i own a home theatre and am familiar with speaker sound, you can tell once you open the box its way better, the speakers are significantly heavier than standard computer speakers, the setup took me all of 5 minutes to complete, just plug and play, i opted for the analog since i dont really need the optical imput from the z625 setup, im doing this at the same day i purchased them, so i know they will just keep on amazing me with the sound quality, would recommend them to anyone.",2018-01-07T00:58:42,soulman11,garden grove ca.,False
333686737,4,The bass head in me loves them,"[This review was collected as part of a promotion.] Very quality speakers, they fit very good on my desk, now having said that they are quite bass heavy even on the mid setting Highs leave a little to be desired sounding almost like it even cracks on certain high hats and stuff like that almost impossible to notice but I can’t help but hear something. All in all good speakers just make sure you don’t have your equalizer set super bass heavy and you should be good",2024-01-27T01:43:14,GunnarS,Best Buy US,True
308200775,5,"High-Power, Versatile, and Sustainable: A Sound Sy","[This review was collected as part of a promotion.] I've been truly impressed with this sound system. The 330W power, split between the 130W subwoofer and 100W satellites, is incredible, delivering high-quality sound that has enriched my gaming, music, and video experiences. The system’s compatibility is remarkable, working with everything from computers and TVs to game consoles.

Three key reasons make this system a must-buy. First, the THX certification ensures premium sound quality. Second, the system’s versatility with easy 3.5mm and RCA connections is superb. Lastly, its carbon-neutral certification emphasizes a commitment to sustainability. This sound system offers an outstanding listening experience and is well worth the investment.",2023-06-10T15:13:29,LogiGamer,Best Buy US,True
223421095,5,Awesome Speaker,"[This review was collected as part of a promotion.] Definitely worth purchasing! My Dell monitor sadly did not have any audio source to playback videos/music, so I decided to invest in some speakers and after thorough research, I found these to be the best bang for the buck & I really do mean that! Especially if you can catch this on sale! This is definitely worth the buy even at regular price! 10/10",2019-12-24T12:46:05,kevbotx,Best Buy US,True
317027079,5,Surprising sound from a small package,"[This review was collected as part of a promotion.] Bought these instead of a sound bar for my 65"" Hisense TV and they sound really good. Nice highs and lows, the subwoofer puts out a good thump. I would have liked for them to have a little more volume but for the price I'm satisfied.",2023-09-08T20:58:01,BobZ06,Best Buy US,True
259788208,5,Loud and crisp,"[This review was collected as part of a promotion.] I love how these sound, great crisp sounds from the satellites, and booming bass from the subwoofer. Which wasn't as large sized as expected, but still blew other systems I had before out of the water. Definitely recommend.",2021-05-05T08:02:30,Jacob,Best Buy US,True
304097760,5,Great Speakers,Great quality for the price point. They aren’t the most aesthetically pleasing design but the sound makes up for it. This was an upgrade to my previous 3-piece Logitech speakers.,2023-04-07T22:46:10,JayPro24,Best Buy US,True
280359528,4,Rock for the price,"[This review was collected as part of a promotion.] Overall good speakers good quality for the price, not the best but better than average.",2022-05-27T20:59:15,Matt1990,Best Buy US,True
256837780,5,Awesome Bass and Clarity,[This review was collected as part of a promotion.] These speakers are really nice especially for the price. I had a cheap $20 set of logitech speakers that lasted me 7 years that finally gave out today. So I went and picked this up. Wow. These speakers are impressive! The bass is awesome and you can adjust it to your liking. The speakers can get veryyy loud and at first it may feel like the mids and highs are lackluster but they are very pure. You can hear so many different things going on and the sound is very crisp. Even on max volume there is no distortion just the sound being amplified. Definitely recommend.,2021-03-31T23:47:28,Alex,Best Buy US,True
251595030,5,Logitech Z623 2.1 Speakers,[This review was collected as part of a promotion.] Wanted them for a long time beautiful sound system 110% buy. Gnarly bass,2021-01-29T05:22:28,Stevo,Best Buy US,True
224735514,5,Can’t go wrong for the price,"[This review was collected as part of a promotion.] I bought these speakers to play music from my MacBook Pro. I occasionally listen to my Apple Music subscription. The speakers sounds great for the price point, they are clear, bass is defined, not overpowering, mids and highs are good, leaning towards the bright side I’d say. They are not audiophile grade by any means. If I had to complain, I’d say the propriety cable from the right speaker to the sub is clunky, but not a deal breaker. The speaker finish and look is minimal, doesn’t look premium like the computer but can’t expect that for the cheap price.",2020-02-02T18:36:09,Michael88,Best Buy US,True
216831306,5,The higher cost is worth it to me.,"[This review was collected as part of a promotion.] These are excellent Logitech speakers! I recommend them. There are cheaper speaker sets that may not sound as clear or may not have as rich of bass. There are more expensive sets out there too but, IMO, you would have to be a true audiophile to pay more. They look good and are built very sturdy. There are multiple input options too as mentioned in the web-page description. 
CONS? not many. Price might be a bit too high for some. The smaller speakers wire directly into the sub-woofer in a proprietary set up. So if for some reason the sub-woofer goes out then the desktop speakers are basically useless. This really shouldn't be an issue but it is a pet peeve of mine. See the attached picture with the connection. Also, no Bluetooth connections.",2019-04-20T02:26:37,RobKansas,Kansas,True
217852485,5,Fantastic speakers!,"[This review was collected as part of a promotion.] I’m so pleased with these speakers. These are my first high quality speakers and I’m so impressed with the sound quality overall. Setting them up was a little stressful due to my inexperience with speakers of any kind and the smallish setup of my desk but it all came together in the end and I couldn’t be happier. In the past I’ve used my laptop’s speakers to monitor my sound levels on my video projects and this isn’t such a huge upgrade. I also got them on sale, which is a huge plus.",2019-06-03T00:01:10,CranjisMcBaskeyball92,"Tulsa, OK",True
201124932,5,Comparable to Klipsch promedia 2.1 but better!,[This review was collected as part of a promotion.] Coming from the Klipsch pro media 2.1 Bluetooth; I prefer these speakers by far. For the price youll be hard pressed to find a better sounding setup off the rip. With a decent sound card and a little fine tuning these things sound very good and clear but also deliver just the right amount of bass and punch. I would recommend these over the promedia set from Klipsch due to the 2 key features that make them better : they have a on off switch; and no Bluetooth over riding all inputs!,2018-08-13T11:25:46,hitman1985,"Clarksville,TN",True
254592496,5,Good for a whole lot of scenarios.,"[This review was collected as part of a promotion.] When I bought my new Dell all-in-one computer, my existing five speaker arrangement would not hook up. Drat! I loved that old sound system. However, after looking at several different (affordable) speaker systems, this set stood out as one that might just do the job. I get hooked on YouTube music videos and can waste an entire afternoon 'rocking out'!  These speakers are great. Lots of volume, and the base is easily adjustable from the knob on the right-side speaker, as is the volume. In fact, the base can be adjusted to an almost unbearable level . . .

They work great on the minimal number of games I own (Wreckfest, Blackhawk Down, and Flight Simulator). Day-to-day news folks I watch on YouTube and Rumble as well. 

Yup, I really like these speakers and would tell anyone who isn't an audiophile that they're a good choice.",2021-03-06T17:48:27,MrTommy,Best Buy US,True
200984198,5,Big delivery,"[This review was collected as part of a promotion.] WOW! I saw the reviews were good but I was absolutely blown away by the punch these speakers deliver. Deep bass, clear sound. Worth every penny. I just installed them tonight in my home office (setup for my photography business). Turned halfway up, you can hear the music across the house and the bass rattled my kitchen cabinets. I have a 6500 sqft home, pretty soundproof from one end to the other. Big win for Logitech. You will NOT be disappointed.",2018-08-08T05:07:09,Mommarae09,Mercer TN,True
199491743,5,Best Sounding Speakers Ever!!,"[This review was collected as part of a promotion.] These things are loud, and not in a bad way. They are a very balanced sound. The clarity of the speakers are better than any speaker I have owned. I never write reviews about products, and when I purchased these, I thought I would be returning them for some other speakers. Not returning these! They are great and the quality is just top notch. Logitech, this is why I use your products, you have it down!!! Keep up the good work!!!",2018-06-08T20:53:26,Jawilli5,"Tampa, Fl",True
263845406,5,Sounds great!,"[This review was collected as part of a promotion.] Impressive clear balanced sound for the price. Set it up on my desk for my laptop with the sub on the floor underneath the desk.  I placed some acoustic foam tiles behind the speakers and between the sub and the wall to dampen any boom. Plenty of volume with the ability to adjust the sub volume to your taste. Very satisfied with the purchase, would buy again.",2021-06-25T20:50:55,bigsky,Best Buy US,True
269509862,5,Incredible sound for the price. BUY THESE!,"[This review was collected as part of a promotion.] Incredible sound for the competitive low price. Deep solid bass and crystal clear highs. Sub woofer is insanely heavy (which is a good thing). Love having the bass volume control on the satellite speaker so I don't have to crawl under my computer desk to adjust it. You'll love them, your neighbors maybe not so much. And fast free shipping.",2021-09-16T00:43:05,QWERTY,Best Buy US,False
247079952,5,Worth the money,[This review was collected as part of a promotion.] I had cheaper $80 logitech speakers with a sub. But the extra $40 is really worth the money. The subwoofer is bigger and better and you get to control the amount off base. The speakers have a metal grill protecting the speakers including the sub. So no worries about kids messing with them. Sound very nice and crisp with incredible bass,2020-12-16T23:36:47,felix,Best Buy US,True
268367581,5,Amazing sound,[This review was collected as part of a promotion.] These things sound better than my bose companion 5 and at a quarter of the price the bass is crazy will shake your house. So glad i bought these instead of a soundbar xbox gaming and movie nights are amazing now. Best bang for the price you won't regret these when you hear a movie. Sounds like you in a theater the bass will rock you.,2021-08-27T21:22:16,GRodriguez,Best Buy US,True
253131920,5,AMAZING SPEAKERS,"[This review was collected as part of a promotion.] Hands down the best speaker system for the price! I purchased my first set about 9 years ago and the woofer finally went out, so I bought a new set because I knew the quality of these speakers. From watching tv or movies, to listening to music these speakers outperform anything I have heard on the 2.1 level.",2021-02-16T21:34:13,Louis,Best Buy US,False
199340741,5,Awesome speakers,"[This review was collected as part of a promotion.] Great sounding speakers, I have them hooked up to my Toshiba 50L420U HDTV in our livingroom, movies sound great and the Bass is awesome, when it booms during a scene or whatever we have on it sounds like THUNDER!!! I love it. Not my first set of Logitech speakers and won't be my last.",2018-06-02T15:26:46,xxpepsilovrxx,"Saginaw, Mi",False
135567797,5,Bang for the Buck!! (Excellent Quality),"[This review was collected as part of a promotion.] Very powerful! I would gladly put the Z623 up against any 2.1 system of double the cost and listen to the Logitech embarrass its competitor. Having the Z623 at your desk is like driving a sports car, you just cant wait to open it up! I assure, you WILL NOT BE DISAPPOINTED!",2017-03-20T04:46:48,RWS777,Best Buy US,True
269774174,5,Best speakers you'll buy at this price point,[This review was collected as part of a promotion.] The best speakers I've used in my life the sub is amazing for it's size I feel like I'm in a movie theater just watching content or playing games on these trust me you will not find anything better than this for the price these are easily on par with $400+ sets.,2021-09-22T23:50:01,HorrorGameCentral,Best Buy US,True
333021806,4,Good but Z625 is better!,"[This review was collected as part of a promotion.] Good but not as good as the Z625. This unit was muddy sounding without the crisp highs that the next model up offers. Also, I believe this unit does not support optical input. I literally returned it to upgrade to the Z625. 
Everyone's ears are different!",2024-01-21T01:22:35,JasonL,Best Buy US,False
215861768,5,This is very powerful!,"[This review was collected as part of a promotion.] A very strong sub, I cannot turn volume and bass knob all the way without the smell of burning. It's a bit over the top but it works extremely well. Had concerns of the cables also not being long enough but it worked out on my end.",2019-03-16T14:13:02,DavidLamma,"Green Bay, WI",True
347738428,5,Wow!,[This review was collected as part of a promotion.] Incredible Sound System! This system has some of the best stereo imaging I've heard. Plenty of low end from the sub-woofer. I have rarely turned up the volume past halfway and its plenty loud. Small footprint and looks great.,2024-06-21T21:35:50,JPena,Best Buy US,True
339616794,5,Great sounding speakers for PC,"[This review was collected as part of a promotion.] Unreal bass, too much bass some would say. Most the time I have it at middle or even below on the bass knob. They may not be the most aesthetically pleasing to look at but the sound is great and can get very loud.",2024-03-25T22:26:53,Jonathan,Best Buy US,True
311398388,5,Logitech sound system Soars!,[This review was collected as part of a promotion.] My wife and I are living in my mother-in-law’s house in Orlando while we care for her affliction with dementia. Since we’re here for many months we enjoy quality stereo sound like home in NYC. Thanks Logitech!,2023-07-16T14:16:21,Teddy,Best Buy US,True
241404900,5,Awesome Audio,[This review was collected as part of a promotion.] These sound absolutely awesome! Bass is great on the sub. Sound is nice and crisp. So glad I jumped on these when I saw them on the shelf! Holy crap was it easy to set up as well. A monkey could do it!,2020-10-27T22:29:40,Dylan,Best Buy US,True
266521454,5,INSANE SOUND,"[This review was collected as part of a promotion.] Excellent speakers for a very reasonable price, do not regret going for this model, the other model that is like $30 more is probably the same as this. Does not include aux cord for mobile devices!",2021-07-31T00:30:13,Iangg,Best Buy US,True
232895399,5,Great Sound,[This review was collected as part of a promotion.] Picked these up for a new computer and they certainly do the job.  Was looking for a pair with the puck volume control but these have been great even though it is all on the right speaker instead.,2020-07-12T12:49:29,BK54494,Best Buy US,True
218193644,5,Great sound,[This review was collected as part of a promotion.] These speakers are loud and they have a lot of bass.  If bass is not your thing then you might want to look elsewhere.  I was pleasantly surprised and I think they are a good deal for the price.,2019-06-15T02:02:32,Boogie805,Best Buy US,True
275707621,5,Bass is awesome especially without,Bass is awesome especially without headphones. Works great with my flight simulator system. Sound is realistic just like you were in Airplane. Highly recommend this to all gamers and musicians,2022-10-13T04:59:23,Anonymous reviewer,Logitech,False
326120131,5,Good value,"[This review was collected as part of a promotion.] They sound good for what they are, a low cost alternative. They sound clean and the sub adds enough punch. Solid build quality. I use them at my desktop pc location. They meet my needs there.",2023-12-02T13:55:37,TimD,Best Buy US,True
237814407,4,Very  happy,[This review was collected as part of a promotion.] Good sound full range. Not just bass and cymbals. Using in a music station with Yamaha midi and a mini Mac. Very good with power and keeping up with the stereo amp set up. I’d buy then again,2020-09-12T01:10:01,Binboc,Best Buy US,True
233315778,4,Great sound and well priced,[This review was collected as part of a promotion.] enjoy the sound quality and volume of unit. Very crisp and precise. Would have given a 5 star but the speaker housing feels cheap. None the less it is definitely worth the price.,2020-07-17T21:22:18,Eeee,Best Buy US,True
311781574,5,Amazing,"[This review was collected as part of a promotion.] Perfect for anybody that’s at home producing music and wants in-depth sound. Very deep beast, and great monitors would recommend to anybody especially for the price.",2023-07-20T12:10:44,BUTCH,Best Buy US,True
341975617,5,Love it,[This review was collected as part of a promotion.] Great  sounds I love this these speakers I bought for my gaming set up. I would definitely recommend for any buddy who wants a better gaming experience.,2024-04-18T21:26:34,Chops,Best Buy US,True
297660096,5,Best bang for the buck.,Fantastic speaker system and really powerful subwoofer. Unfortunately does not have optical but besides that I'm really happy with the sound quality.,2023-01-04T17:05:26,JoaoP,Best Buy US,True
227638833,5,Smooth,"[This review was collected as part of a promotion.] Base is deep and low, sounds better then my bmw. THX sounds great and feels like a home theater system. Overall a good purchase worth every dollar.",2020-04-21T19:29:35,Tuan,Best Buy US,True
100777098,4,"Yes, the highs are in there.","[This review was collected as part of a promotion.] Played with iTunes equalizer.
Lowered bass, inflection at 0db@500hz, gradually pushed up highs. Preamp at +4db.
Very good sound for my needs.",2016-08-20T16:24:13,DaveL,Best Buy US,False
316589700,5,Super underrated room speakers even for tv’s!!!,[This review was collected as part of a promotion.] Super underrated for room speakers! Have them in room for my tv and they are amazing! Definitely recommend for home tv sound systems !!!,2023-09-04T23:00:14,Gunslyy,Best Buy US,True
316578403,5,amazing 10/10,[This review was collected as part of a promotion.] by far the best speakers and me im a person that likes a lot of base and i can say the base is amazing literally so glad i bought these,2023-09-04T20:57:09,Jake626,Best Buy US,True
324240178,5,Good base 400w speaker,[This review was collected as part of a promotion.] Upgraded from a pair of 25w lg speakers.  Never going back.  Base was definitely there. They look pretty good too.,2023-11-17T21:30:14,ITimm1,Best Buy US,True
191606955,5,A+,[This review was collected as part of a promotion.] Great sounding loud speakers for computer or tv. For the cost these speakers are definitely worth the investment.,2018-01-20T21:54:25,Mike,Ia,True
297671753,5,Blown away,Amazing sound from small speakers. I remember having floor speakers back in the day that didnt sound this good,2023-01-04T20:38:48,ShaunB,Best Buy US,True
326099401,5,I love it,[This review was collected as part of a promotion.] I love my speaker I’m a DJ now because I pay about the speaker is the best the quality THX the wall star beach,2023-12-02T07:42:51,SawrianosF,Best Buy US,True
344788384,5,Great sound,"[This review was collected as part of a promotion.] Sound is great for gaming, music, and movies. Good quality and solid bass that doesnt over power the sound.",2024-05-17T23:12:03,Renegade7106,Best Buy US,True
313563958,4,Decent quality speakers for my PC,"[This review was collected as part of a promotion.] Great speakers overall, great for having a nice level of rumble and overall mids for most games.",2023-08-07T05:53:03,James,Best Buy US,True
310033442,5,Great computer speakers,[This review was collected as part of a promotion.] I was debating on this and the Z533 and I just hooked them up yesterday and they SLAP,2023-07-02T15:05:54,Shaleash,Best Buy US,True
310558992,4,Wireless speakers for my PC.,"[This review was collected as part of a promotion.] Love the speaker set up for my HP computer. They sound great, great sound, love it..",2023-07-08T00:15:31,Soundbar,Best Buy US,True
225269738,5,Great Computer Speaker,"[This review was collected as part of a promotion.] The computer speaker works better then I thought. 
Great sounds and base. Love it.",2020-02-21T22:15:33,Papo66,Best Buy US,True
312634908,5,Boom,[This review was collected as part of a promotion.] Small speaker and subwoofer are louder than expected. Clean clear sound quality,2023-07-29T01:57:02,JonathanM,Best Buy US,True
294911731,5,Great speaker set,Very good speakers. Sound great. No issues with these on install or use.,2022-12-09T21:53:30,MattM,Best Buy US,True
348020174,5,Speakers,"[This review was collected as part of a promotion.] I love the speakers, very high volume and very good bass would roccemend",2024-06-24T20:55:26,VicenteG,Best Buy US,True
307411044,5,Love it,[This review was collected as part of a promotion.] Sounds good amazing made my Sim racing way better definitely recommend,2023-05-30T19:42:27,josh,Best Buy US,True
262754229,5,Yy,[This review was collected as part of a promotion.] Super loud and nice sound quality easy to install and looks beautiful,2021-06-12T04:58:39,Great,Best Buy US,True
318376608,5,Great Buy,[This review was collected as part of a promotion.] Excellent sound quality for gaming. easy setup. high recommend.,2023-09-21T15:33:00,Will,Best Buy US,True
339294415,5,Good for computer speakers,[This review was collected as part of a promotion.] Sounds good I like the feel of the music and movies sounds good,2024-03-22T20:18:54,DanielA,Best Buy US,True
265520320,5,Great speakers.,[This review was collected as part of a promotion.] These speakers are fantastic. Especially for the price.,2021-07-17T15:39:41,Hammer,Best Buy US,True
336130495,5,Amazing Speakers,[This review was collected as part of a promotion.] Amazing Speakers great base it just sounds perfect,2024-02-20T02:58:11,CalebC,Best Buy US,True
273286088,5,Impressive for the price and size,"[This review was collected as part of a promotion.] These are plug & play and come with everything you need. The amp is built into one of the speakers, and you use the included speaker wire to connect both. Only one power cable for the pair of speakers. 

It comes with an RCA to AUX cable, so connecting them to a computer is straitforward. This is going to make a great Christmas present for someone who doesn't know about amps or audio related stuff, but wants good audio and a simple setup.

I tested them first and this is a huge step above those cheap Logitech and other PC speakers in a box. Even though these are small bookshelf speakers, they're able to pump out some bass. Not super low bass, but it still has some impact. It gets loud from up close, and the treble from the silk dome tweeters is not harsh. They're no where near as clear as my studio monitors in the picture, but the person recieving these has never had bookshelf speakers.

Long story short, if you're trying to get audio from your computer and want something that's actually nice to listen to music or watch videos, spend a little bit more if you can for a decent pair of bookshelf speakers like these.",2021-12-18T04:40:17,danyul,Best Buy US,True
273870532,5,Great speakers for the price and easy to operate,"[This review was collected as part of a promotion.] Great speakers for the price, the audio quality is better than I expected and so is the bass. I have never owned speakers before and it only took me 5 or so minutes from opening the box, to having a record on.",2021-12-29T21:47:53,Aiden,Best Buy US,True
346342703,5,great cheap speakers,"[This review was collected as part of a promotion.] great speakers, i use them with a turntable and they have been performing well for awhile",2024-06-04T23:38:36,insksenia,Best Buy US,True
